id,rev,name,lat,lng
249036,3752.99,Gabby's,29.6647777,-95.1825417
249040,6026.87,"Teppay Corporation",29.7387139,-95.5000638
249056,124350,"Gold Cup",29.8401849,-95.492134
249060,25047.91,"The Olive Garden Of Texas 1285",29.685505,-95.5335146
249084,46454.93,"Outback Steakhouse",29.7362958,-95.5499819
249096,37612.99,"Westbury Cozy Corner",29.6542029,-95.4815049
249107,70415.97,"Faud's Restaurant",29.7389967,-95.4905009
249115,55798.96,"Swift + Company",29.7382391,-95.4124186
249123,255672.99,"Truluck's Steak & Stone Crab",29.7372826,-95.4862606
249140,3065.97,"Taco Cabana",29.6541706,-95.2533291
249152,3772.99,"Taco Cabana",29.8131931,-95.4103448
249164,36873.88,"Tree House",29.5451567,-95.1085995
249184,1486.87,"Cabana Beverages Inc",29.9914563,-95.5764359
249208,4324.93,"Taco Cabana #172",29.6702064,-95.4625251
249212,2108.96,"The Happy Go Lucky Club",29.7052989,-95.3078463
249267,48910,"Hunter's Pub",29.6663157,-95.4627819
249311,57095.97,"Irish Pub-Kenneally's",29.746493,-95.4103499
249339,322000.9,"Hughes Hanger",29.7684789,-95.3879658
249355,8956.87,"Casa Ole Restaurant (#4)",29.7711222,-95.2151738
249363,157220.9,"Sc Beverage Company",29.7859549,-95.6188395
249396,0,"Ken's Club",29.7030745,-95.5715544
249411,3418.96,"Cabana Beverages Inc",29.675603,-95.5870593
249419,0,"Juanito's Night Club",29.6629484,-95.2892971
249431,14435.97,"Fajita Willies Cafe & Cantina",29.8792271,-95.6441789
249443,32770,Hefley's,29.753477,-95.380294
249545,90691.94,"Molly's Pub",29.5564357,-95.123172
249605,1853.88,"Cabana Beverages, Inc.",29.7734533,-95.3990045
249613,1971.94,"El Imperial Mexican Restaurant",29.7756005,-95.2181667
249617,27720,"Canary Club",29.783804,-95.17788
249628,29885.97,Chayns,29.99352,-95.489212
249640,43030,"Big John's Ice House",29.7544452,-95.6081022
249656,730274.93,"Campus Beverage Inc",29.7690712,-95.4607201
249664,22876.87,"Caps Piano Bar",29.73896,-95.4916512
249687,26370,"Teala's Mexican Restaurant",29.7574469,-95.3999495
249725,64296.87,"Barney's Billiard Saloon #5",29.9992761,-95.4803132
249733,0,"The Garden Center",29.2723677,-94.8508843
249741,5042.99,"Happy Buddha",29.267963,-94.827653
249757,58444.93,"R & R Sports Bar & Grill",29.795403,-95.688071
249777,27892.99,"Bluto's Bar",29.728965,-95.5219537
249789,2066.87,"Cabana Beverages Inc",29.6129325,-95.2194416
249805,39360.9,"La Revolucion Sports Bar",29.717165,-95.283046
249825,27402.99,"Outback Steakhouse",29.7842308,-95.7272158
249849,27396.87,"Chili's Grill & Bar",29.9639235,-95.5429829
249897,48255.97,"Slick Willie's Family Pool Hal",29.744851,-95.39353
249901,16271.94,"Clementine's Eating Parlor",29.9717387,-95.5277915
249905,8035.97,"Seoul Garden",29.7975998,-95.5251359
249921,2158.96,"Cabana Beverages, Inc.",29.7837658,-95.5844164
249953,64073.88,"Tony's Tavern & Sports Bar",29.9586658,-95.5858312
249969,91384.93,"Champion Golf Club, Inc.",29.9804559,-95.5304584
249977,30098.96,Massa's,29.7578776,-95.3696174
249985,2330.9,"Cabana Beverages Inc",29.851881,-95.509254
249997,153085.97,"Pappasito's Cantina",29.9683815,-95.5354058
250050,87250,"Time Out #2",29.5570729,-95.1483319
250062,81708.96,Escalante's,29.7549664,-95.5007061
250096,110904.93,"Damian's Cucina Italiana",29.744372,-95.3797079
250136,23410.9,"Koozie's Ice House",29.8772132,-95.4834428
250144,134240,"Colorado Bar And Grill",29.7160055,-95.5013009
250156,33861.94,"The Big Easy Social And Pleasu",29.7208094,-95.4181165
250160,42011.94,"Bay Oaks Country Club",29.5933713,-95.1260478
250172,25076.87,"Outback Steakhouse",29.9792725,-95.5147948
250176,85442.99,"Molly's Pub",30.1145736,-95.4391999
250180,229851.94,"Mo's Place",29.775486,-95.7530485
250208,12878.96,"El Charro Mexican Restaurant C",29.9377879,-95.6288994
250212,21197.91,"Olive Garden Restaurant #1441",29.7302454,-95.6448706
250220,174763.88,"Pappadeux Seafood Kitchen",29.967648,-95.536506
250224,1404.93,"Cabana Beverages, Inc.",30.008851,-95.4596909
250238,35418.96,"Jb's Pub",29.9066929,-95.5836769
250250,65267.91,"Landry's Seafood House-San Lui",29.2707818,-94.8201446
250266,31643.88,"The Club At Falcon Point",29.7701473,-95.794591
250278,3516.87,"Cabana Beverages, Inc.",29.7337222,-95.6432023
250282,75390,"Clicks Billiards",29.8508286,-95.5063582
250334,25394.93,"Chili's Grill & Bar",30.1680332,-95.4525675
250370,124170.9,"Landry's Seafood Inn & Oyster",29.5427297,-95.0204837
250378,18124.93,"Don Carlos Mexican Restaurant",29.670195,-95.2763257
250406,32708.96,"Janie's Diamond Club",29.66601,-95.157522
250414,26712.99,"Chili's Grill & Bar",30.0194377,-95.4379036
250418,89161.94,"Fiesta En Guadalajara",29.793003,-95.360579
250450,61350,"The Houston Club",29.752554,-95.3704009
250474,116503.88,"Pennison's Sports Pub Too",29.8894552,-95.6399984
250501,332238.96,"Tmc Beverages Of Houston Inc",29.733522,-95.466103
250505,27515.97,"The Lexington Grill",29.731448,-95.409853
250517,85600,"Amerigo's Grill",30.1282396,-95.456813
250521,59117.91,"Tia Maria's Mexican Restaurant",29.8067957,-95.4577627
250525,3073.88,"Cabana Beverages, Inc.",29.7801582,-95.7512947
250554,4197.91,"Los Cucos Seafood & Steaks Inc",29.835792,-95.654315
250586,97561.94,"Carrabba's Italian Grill",29.5461206,-95.1333403
250590,24052.99,"Landry's Seafood Inn & Oyster",29.7844358,-95.7577242
250620,23801.94,"Fajita Flats",29.6493669,-95.5657894
250624,29331.94,"Amedeo's Italian Restaurant",30.040407,-95.251225
250643,39773.88,"T Afia",29.7386696,-95.3801995
250647,89860.9,"Tommy's Patio Cafe",29.5768438,-95.1077386
250667,43427.91,"Nikkis Irish Pub",29.7843466,-95.5694728
250691,2848.96,"Cabana Beverages Inc",30.0669435,-95.4334603
250719,79830,"Carrabba's Italian Grill",30.1145736,-95.4391999
250742,2170.9,"Cabana Beverages, Inc.",29.9331448,-95.585375
250746,76996.87,"Hi-10 Cabaret",29.772598,-95.2271676
250770,16707.91,"Greenspoint Club",29.9476422,-95.4065961
250798,40101.94,"Saltgrass Steakhouse",29.296035,-94.780855
250802,45712.99,"Willie G's Seafood & Steakhous",29.30944,-94.7925126
250835,29825.97,"Jax Grill",29.775392,-95.409946
250839,11040.9,"Spanish Village Restaurant",29.727241,-95.377538
250843,106437.91,"Metropolis Discotheque/Extrava",29.7280918,-95.5211779
250863,3470,"El Paraiso Mexican Restaurant",29.748257,-95.389892
250883,190485.97,"Sherlock's Baker St Pub",29.7362958,-95.5499819
250922,29622.99,"Chili's Grill & Bar",29.7828222,-95.7505795
250953,207977.91,"Ouisies Table",29.746213,-95.4430987
250981,33775.97,"Ej's Place",30.0154162,-95.4690799
250993,104022.99,"Pappasito's Cantina",29.7734918,-95.2294046
251013,229630.9,Treasures,29.7374208,-95.4757687
251017,37882.99,"Bubba Gump Shrimp Company Rest",29.5427297,-95.0204837
251025,67588.96,"Barney's Billiard Saloon No 16",30.1261952,-95.4672962
251049,177630.9,"Ostioneria Michoacan",29.9321962,-95.4105739
251076,2691.94,"Cabana Beverages Inc",29.911879,-95.479348
251080,82356.87,"Landry's Seafood House- The Wo",30.1617239,-95.452785
251096,74065.97,"Nick's Place",29.736948,-95.5324413
251128,117541.94,"The Cheesecake Factory Of Hous",29.739212,-95.4635009
251149,11020,"Sundown Saloon",29.807166,-95.4617021
251160,108727.91,"Time Out #3",29.6491222,-95.1761461
251196,108221.94,"Benjy's Restaurants",29.7195555,-95.4163497
251204,17310.9,"Berryhill Hot Tamales",29.7421284,-95.4163957
251208,30417.91,Catbirds,29.7436608,-95.3957524
251216,1337.91,"Aramark Sports & Entertainment",29.7465374,-95.4578618
251236,159851.94,"Dave & Buster's",29.732219,-95.4853042
251256,93124.93,"Los Cucos Mexican Cafe #2",30.0080583,-95.5870787
251264,51147.91,"Nick's Sports Bar & Grill",29.7492528,-95.5726573
251268,145113.88,"Morton's Of Chicago/Houston",29.7414868,-95.4629597
251280,36266.87,"Molly's Old Cellar Bar",29.3052711,-94.7905585
251284,10127.91,"Clay's Restaurant & Hall",29.8307907,-95.669821
251292,14114.93,"Riva's Italian Restaurant",29.7460624,-95.3925299
251316,10944.93,"Del Mar Lanes Inc",29.8159444,-95.4583292
251367,79445.97,"Del Pueblo Mexican Restaurant",29.9668051,-95.5853667
251387,22888.96,"Ninfa's Mexican Cafe",29.739545,-95.462716
251413,0,Spanky's,29.6948864,-95.2987726
251417,74028.96,"Carrabbba's Italian Grill",29.7128908,-95.769606
251465,27584.93,"The Hop",30.0062235,-95.4651587
251473,110861.94,Arcodoro,29.7414868,-95.4629597
251485,23715.97,"Galveston Island Hilton",29.2703372,-94.821355
251489,248215.97,"The San Luis Hotel",29.2725356,-94.818292
251493,711390.9,"Sc Beverage Company",29.7612714,-95.4590761
251509,11871.94,"Willie's Grill & Icehouse",29.986273,-95.5002726
251513,66030.9,"R & R Sports Bar & Grill Ii",29.5237017,-95.1488753
251558,13738.96,"Charlie's House",29.692678,-95.278137
251599,15083.88,"Dining Authority Inc",29.752554,-95.3704009
251603,38930,"Showdowns Dance Hall & Saloon",29.7911353,-95.1994727
251615,13091.94,"Carino's Italian",29.7827299,-95.7513535
251627,23934.93,"Ninfa's Mexican Restaurant",29.7700001,-95.6100808
251646,3535.97,"Blue Nile Ethiopian Restaurant",29.7295857,-95.5304751
251650,8554.93,"Harvest Organic Grille",29.7360466,-95.5823977
251701,60915.97,"Rudy And Paco",29.4345626,-94.6812086
251709,56247.91,"510 Bar & Grill",29.77676,-95.7529849
251714,17096.87,"Westside Tennis Club",29.7500609,-95.5743085
251722,63370.9,"Grappino De Nino",29.7569577,-95.395572
251730,64342.99,"Carrabba's Italian Grill",29.9725223,-95.5263707
251747,20120,"Tequila Lopez Mexican Restaura",29.6912123,-95.6429218
251796,49240,"Flying Dutchman",29.5478003,-95.0190348
251800,55622.99,Aquarium,29.5470933,-95.0199973
251804,42207.91,"Cadillac Bar",29.5427297,-95.0204837
251808,68472.99,"Carrabba's Italian Grill",29.7836825,-95.5835298
251823,10292.99,"Tecate Mexican Restaurant",29.8102302,-95.4295915
251835,4134.93,Skeeter's,30.1849414,-95.4902228
251839,138261.94,"Wild West - Houston",29.7311989,-95.4875002
251855,39050,Zimm's,29.7334906,-95.3908619
251886,18198.96,"Lighthouse Buffet",29.5427297,-95.0204837
251965,87300,"Rudyard's British Pub",29.7499962,-95.3965483
251969,5951.94,"Mo Mong",29.7443789,-95.3933474
251988,23257.91,"Willie's Grill & Icehouse",29.882797,-95.64446
252039,16794.93,"The Club At Deerwood",30.0424176,-95.1676438
252059,22910,"La Hacienda Escondida Family M",29.8102323,-95.425623
252087,208143.88,Mark's,29.7430911,-95.4016023
252107,45718.96,"The Melting Pot Restaurant",29.7389967,-95.4905009
252156,93403.88,"Grille 5115",29.7405687,-95.4645585
252167,50975.97,"Emillianos Sports Bar",29.736416,-95.28557
252187,82070,"The Davenport",29.73403,-95.4112961
252203,55863.88,"Amazonia  Discotheque",29.9326077,-95.4120631
252208,2346.87,"Cafe Red Onion Inc",29.8375804,-95.4870831
252212,40728.96,"Aramark Sports/Quality Concess",29.761114,-95.3651741
252216,60370.9,"Aramark Sports And Entertainme",29.7511598,-95.3578477
252220,121521.94,"Aramark Sports And Entertainme",29.763552,-95.36567
252244,35203.88,"Outback Steakhouse",29.6866036,-95.4555531
252294,37562.99,"Remington's Bar & Grille",29.8422923,-95.4959206
252335,3880.9,"The Bombay Brasserie",29.7326415,-95.4659064
252339,28013.88,"Berryhill Hot Tamales",29.7492628,-95.4597598
252351,205900,"Salc, Inc.",29.745883,-95.459844
252355,146560.9,"Salc Inc",29.757956,-95.37118
252367,41956.87,"Los Cucos Mexican Cafe",29.7852341,-95.825169
252389,86721.94,"Escalante's Mexican Restaurant",29.6699914,-95.4830243
252397,9904.93,"Fornos Of Italy",29.7362958,-95.5499819
252406,46015.97,"Little Pappas Seafood Kitchen",29.739077,-95.410317
252421,102312.99,"Kingwood Country Club",30.0400598,-95.1965988
252429,116073.88,"Cadillac Bar",29.776523,-95.4090204
252433,7248.96,"Spanish Flowers",29.7970336,-95.3819464
252437,119598.96,"221 B Baker St Pub & Grill",29.7161658,-95.4153375
252460,38075.97,"Outback Steakhouse",29.6043024,-95.2101768
252477,8920.9,Spectrum,30.161593,-95.464029
252485,12230.9,"Tila's Restaurante & Bar, Ltd.",29.7556801,-95.4085339
252489,1891.94,"Mogul Indian Restaurant",29.5737473,-95.1074199
252509,25442.99,"Las Ventanas Cantina",29.782289,-95.642581
252521,184515.97,"El Tiempo Cantina",29.734319,-95.42559
252547,45280,"Saltgrass Steakhouse",29.770266,-95.226688
252573,198570,"Sullivans Steakhouse",29.741577,-95.455224
252577,55572.99,"Chacho's Mexican Grill",29.7381415,-95.4877002
252589,322074.93,"The Remington Grill",29.747435,-95.450396
252593,18417.91,"Don Carlos Restaurant",29.734182,-95.289014
252602,31744.93,"Michael's Outpost",29.7343567,-95.3982405
252614,11417.91,"Tokyohana Grill And Sushi Bar",29.7287422,-95.4304521
252618,150724.93,"Willie G's",29.751574,-95.4602671
252626,2632.99,"Manuels Mexican Restaurant & T",30.000172,-95.1848911
252639,3865.97,"Eva's Mexican Restaurant",30.013682,-95.468007
252659,6950,"Market Square Bar & Grill",29.7622444,-95.3617143
252667,54316.87,"Salsas Seaside Cafe",29.2755253,-94.8118211
252675,145078.96,"Brazos Concessions Co.",29.9867028,-95.3479921
252679,184285.97,"Brazos Concessions Co Houston",29.9867028,-95.3479921
252683,324927.91,"Brazos Concessions Co Houston",29.9867028,-95.3479921
252687,109791.94,"Brazos Concessions Co Houston",29.9902199,-95.3367827
252691,87351.94,"Brazos Concessions Co Houston",29.9902199,-95.3367827
252766,57957.91,"Hospitality International Inc",29.7100958,-95.4010057
252818,14250,"El Pueblito Place",29.7340125,-95.3986275
252874,93336.87,"The Volcano",29.7252268,-95.4147551
252897,31857.91,"Hot Dog Shop",29.8622231,-95.5697627
252913,3085.97,"Franca's Italian Restaurant",29.5469671,-95.1040649
252921,96830.9,"Hospitality International, Inc",29.9865191,-95.3416698
252925,1030.9,"Peppers Steak & Seafood",29.6508728,-95.1882204
252933,45160,"The Raven Grill",29.725948,-95.4061914
252941,24247.91,"Houston Center Club",29.752554,-95.3704009
253005,30622.99,"Boudreaux's Cajun Kitchen",29.7229371,-95.4586728
253024,165538.96,"Hospitality International Inc",29.7411784,-95.4665951
253040,22174.93,"Massa's Seafood Grill",29.754491,-95.362643
253059,63610,"The Cover Girls",29.867926,-95.55437
253075,33472.99,"Tortuga Coastal Cantina (#511)",29.2673592,-94.8257421
253087,34598.96,"Los Cucos Mexican Cafe",29.8140641,-95.4619157
253095,20184.93,"Premier Hospitality, Inc.",29.5518207,-95.0981554
253115,50375.97,"Hospitality International Inc",29.7495487,-95.456936
253163,5773.88,"Hospitality International Inc",29.6556028,-95.2549166
253171,0,"Premier Hospitality, Inc.",29.7223208,-95.3597409
253175,18644.93,"Irma's Southwest Grill",29.7576198,-95.3596559
253216,77874.93,"Masraff's On Post Oak Lane",29.7571886,-95.4626169
253239,164161.94,"Ritz Houston",29.6397998,-95.2430534
253254,33113.88,"Hospitality Internantional Inc",29.7056712,-95.3957091
253271,2434.93,"Cabana Beverages Inc",29.8756574,-95.6447773
253275,84668.96,"T-Bone Tom's",29.5417894,-95.0198173
253279,3916.87,"Cabana Beverages Inc",29.9164903,-95.4137057
253287,23105.97,"Chilos Seafood Restaurant",29.6763954,-95.2691667
253299,23345.97,"Willie's Grill & Icehouse",29.9825564,-95.5678509
253313,15604.93,"Beamer's Place",29.5951271,-95.2256931
253329,21258.96,"Logan's Roadhouse",29.8453514,-95.4976261
253471,30004.93,"Third Base",29.5572402,-95.1243762
253479,11671.94,"Tampico Seafood & Comida Mexic",29.8066438,-95.3821981
253511,353938.96,"The St James Restaurant & Caba",29.9666029,-95.4079268
253523,90150.9,"Crazy Frogs Saloon",29.960105,-95.5438517
253531,57074.93,"The Harp",29.734099,-95.400653
253563,20877.91,"Saltwater Grill",29.3050564,-94.7906582
253622,171170.9,"Sherlock's Baker St Pub-Clear",29.5737473,-95.1074199
253630,8886.87,"Los Perez Mexican Restaurant",29.7036472,-95.6429517
253642,14991.94,"La Cabana Mexican Restaurant",30.018866,-95.375749
253654,49204.93,"Texas Roadhouse-Pasadena",29.666736,-95.154949
253674,26575.97,"Cellar Bar",29.556072,-95.122886
253678,10235.97,"Juarez Mexican Resturant",29.817966,-95.545584
253764,19492.99,"Casa Imperial Mexican Restaura",29.9335263,-95.5838927
253773,255780.9,"Michael's International",29.719682,-95.497359
253805,2385.97,"Carlos Mexican Restaurant",29.902454,-95.3374715
253834,19540,"Luigi's Ristorante Italiano",29.307399,-94.7954139
