id,barId,date,paid,rev,id,taxId,name,address,city,state,zip,countyId,lat,lng
43075,3158,"2014-06-00 00:00:00",2090.6,31202.985074626864,3158,MB522046,"MARIA SELMA RESTAURANT        ","1619 RICHMOND AVE             ","HOUSTON             ",TX,77006,101,29.7343374,-95.4003114
43165,3167,"2014-06-00 00:00:00",473.02,7059.999999999999,3167,MB522695,"DIAMOND CLUB CABARET          ","3136 RICHMOND AVE             ","HOUSTON             ",TX,77098,101,29.7343856,-95.4259493
43180,3168,"2014-06-00 00:00:00",4087.06,61000.895522388055,3168,MB522776,"SHAY MCELROY'S IRISH PUB      ","909 TEXAS ST # A              ","HOUSTON             ",TX,77002,101,29.7605731,-95.3626966
43195,3169,"2014-06-00 00:00:00",1970.67,29412.985074626864,3169,MB522778,"WILLIE'S GRILL & ICEHOUSE     ","19905 KATY FWY                ","HOUSTON             ",TX,77094,101,29.783929,-95.71628
43318,3178,"2014-06-00 00:00:00",982.22,14660,3178,MB523330,"KIM SON RESTAURANT            ","2001 JEFFERSON ST             ","HOUSTON             ",TX,77003,101,29.7458523,-95.3602462
43385,3183,"2014-06-00 00:00:00",645.54,9634.925373134327,3183,MB524012,"EL IMPERIAL MEXICAN RESTAURANT","820 FM 1960 RD W STE 12       ","HOUSTON             ",TX,77090,101,30.0182456,-95.441845
43587,3197,"2014-06-00 00:00:00",11408.55,170276.86567164178,3197,MB525365,"STEREO LIVE                   ","6400 RICHMOND AVE             ","HOUSTON             ",TX,77057,101,29.732318,-95.498507
43602,3198,"2014-06-00 00:00:00",8718.5,130126.86567164179,3198,MB525386,"FLEMINGS PRIME STEAKHOUSE & WI","2405 W ALABAMA ST             ","HOUSTON             ",TX,77098,101,29.7381606,-95.4165377
43632,3200,"2014-06-00 00:00:00",335.67,5010,3200,MB525413,"CAFE CASPIAN/LE VIRAGE        ","12126 WESTHEIMER RD STE 100   ","HOUSTON             ",TX,77077,101,29.7375148,-95.5941439
43662,3202,"2014-06-00 00:00:00",1242.91,18550.89552238806,3202,MB525503,"CARINO'S ITALIAN              ","19820 NORTHWEST FWY           ","HOUSTON             ",TX,77065,101,29.916102,-95.614412
43820,3214,"2014-06-00 00:00:00",314.96,4700.895522388059,3214,MB525708,"SUPER STAR CLUB               ","8128 SCOTT ST                 ","HOUSTON             ",TX,77051,101,29.673432,-95.367352
43879,3218,"2014-06-00 00:00:00",685.2,10226.865671641792,3218,MB525862,"CARINO'S ITALIAN              ","5921 E SAM HOUSTON PKWY N     ","HOUSTON             ",TX,77049,101,29.8108463,-95.1636344
44011,3229,"2014-06-00 00:00:00",931.16,13897.910447761193,3229,MB526186,"DESERT ROSE RESTAURANT/POQUITO","6780 SOUTHWEST FWY            ","HOUSTON             ",TX,77074,101,29.7147237,-95.5027737
44040,3231,"2014-06-00 00:00:00",0,0,3231,MB526215,"TAQUERIA ARANDAS #13          ","6698 HIGHWAY 6 S              ","HOUSTON             ",TX,77083,101,29.7036472,-95.6429517
44160,3239,"2014-06-00 00:00:00",2619.03,39090,3239,MB526865,"WILDCAT GOLF CLUB             ","12000 ALMEDA RD               ","HOUSTON             ",TX,77045,101,29.648482,-95.4165496
44320,3251,"2014-06-00 00:00:00",331.78,4951.940298507462,3251,MB527320,"SANDTRAP GRILL                ","7900 N SAM HOUSTON PKWY W     ","HOUSTON             ",TX,77064,101,29.9324002,-95.540356
44389,3256,"2014-06-00 00:00:00",486.01,7253.880597014925,3256,MB527702,"CITY KITCHEN L L C            ","8101 AIRPORT BLVD STE 21      ","HOUSTON             ",TX,77061,101,29.6592971,-95.2703037
44419,3258,"2014-06-00 00:00:00",6198.23,92510.89552238805,3258,MB527761,"FOX AND HOUND SMOKEHOUSE & TAV","12802 GULF FWY                ","HOUSTON             ",TX,77034,101,29.6141067,-95.2162125
44476,3262,"2014-06-00 00:00:00",119.46,1782.9850746268655,3262,MB528023,"CABANA BEVERAGES INC          ","7351 FM 1960 RD E             ","HOUSTON             ",TX,77346,101,29.9987204,-95.166648
44550,3267,"2014-06-00 00:00:00",2457.56,36680,3267,MB528117,"THE ORIGINAL RED ROOSTER      ","4937 MLK BLVD                 ","HOUSTON             ",TX,77021,101,29.7083862,-95.33523
44565,3268,"2014-06-00 00:00:00",14850.68,221651.94029850746,3268,MB528222,"CHULAS SPORTS CANTINA         ","15155 NORTH FWY               ","HOUSTON             ",TX,77090,101,29.9854596,-95.4234386
44595,3270,"2014-06-00 00:00:00",2441.07,36433.880597014926,3270,MB528375,"HEARTHSTONE COUNTRY CLUB      ","7615 AMESWOOD RD              ","HOUSTON             ",TX,77095,101,29.887722,-95.6295275
44625,3272,"2014-06-00 00:00:00",3911.79,58384.92537313433,3272,MB528452,"SALTGRASS STEAKHOUSE #16      ","21855 KATY FWY                ","HOUSTON             ",TX,77450,101,29.7832643,-95.7498115
44684,3276,"2014-06-00 00:00:00",23000.83,343295.9701492537,3276,MB528608,"VIC & ANTHONY'S STEAKHOUSE    ","1510 TEXAS AVENUE             ","HOUSTON             ",TX,77002,101,29.7572882,-95.3581854
44783,3283,"2014-06-00 00:00:00",6464.16,96479.99999999999,3283,MB528972,"BRENNER'S STEAKHOUSE          ","10911 KATY FWY                ","HOUSTON             ",TX,77079,101,29.7838281,-95.5708351
44856,3288,"2014-06-00 00:00:00",3468.59,51770,3288,MB529112,"EL JARRITO RESTAURANT         ","21724 HIGHLAND KNOLLS DR      ","HOUSTON             ",TX,77450,101,29.7591926,-95.7484318
44886,3290,"2014-06-00 00:00:00",4468.36,66691.94029850746,3290,MB529121,"P F CHANG'S CHINA BISTRO INC  ","4094 WESTHEIMER RD            ","HOUSTON             ",TX,77027,101,29.7424136,-95.447323
44901,3291,"2014-06-00 00:00:00",2590.62,38665.97014925373,3291,MB529125,"P F CHANG'S CHINA BISTRO      ","11685 WESTHEIMER RD           ","HOUSTON             ",TX,77077,101,29.735978,-95.5832999
45042,3301,"2014-06-00 00:00:00",3903.08,58254.92537313433,3301,MB529257,"MAGNOLIA SPIRITS HOUSTON INC  ","1100 TEXAS ST                 ","HOUSTON             ",TX,77002,101,29.7590664,-95.3616074
45057,3302,"2014-06-00 00:00:00",3997.01,59656.86567164179,3302,MB529261,"SALTGRASS STEAKHOUSE #15      ","17275 TOMBALL PKWY            ","HOUSTON             ",TX,77064,101,29.9550177,-95.5420904
45119,3307,"2014-06-00 00:00:00",1653.02,24671.94029850746,3307,MB529508,"PASTA LOMONTE'S INC           ","14510 GRISBY RD               ","HOUSTON             ",TX,77079,101,29.782748,-95.642466
45179,3311,"2014-06-00 00:00:00",8191.21,122256.86567164179,3311,MB529659,"ARTISTA                       ","800 BAGBY ST STE 400          ","HOUSTON             ",TX,77002,101,29.7616498,-95.3692129
45269,3318,"2014-06-00 00:00:00",63.98,954.9253731343283,3318,MB530040,"CHIPOTLE MEXICAN GRILL        ","909 TEXAS ST STE B            ","HOUSTON             ",TX,77002,101,29.7605731,-95.3626966
45344,3324,"2014-06-00 00:00:00",918.16,13703.880597014924,3324,MB530332,"LOS RAMIREZ MEXICAN RESTAURANT","16630 EL CAMINO REAL          ","HOUSTON             ",TX,77062,101,29.555914,-95.121836
45420,3329,"2014-06-00 00:00:00",82.74,1234.9253731343283,3329,MB530445,"CHIPOTLE;CHIPOTLE MEXICAN GRIL","13313 FM 1960 RD W            ","HOUSTON             ",TX,77065,101,29.9158626,-95.6165062
45593,3343,"2014-06-00 00:00:00",1784.54,26634.925373134327,3343,MB531073,"BOUDREAUX'S CAJUN KITCHEN     ","12806 GULF FWY                ","HOUSTON             ",TX,77034,101,29.6132669,-95.2134727
45622,3345,"2014-06-00 00:00:00",2480.13,37016.86567164179,3345,MB531084,"BERRYHILL BAJA GRILL          ","3407 MONTROSE BLVD STE A8     ","HOUSTON             ",TX,77006,101,29.7421823,-95.3905368
45637,3346,"2014-06-00 00:00:00",4992.17,74510,3346,MB531127,"WYNDHAM GREENSPOINT           ","12400 GREENSPOINT DR          ","HOUSTON             ",TX,77060,101,29.9466193,-95.4073298
45692,3351,"2014-06-00 00:00:00",3015.46,45006.86567164179,3351,MB531428,"BABIN'S SEAFOOD HOUSE         ","17485 TOMBALL PKWY            ","HOUSTON             ",TX,77064,101,29.9551693,-95.5444344
45707,3352,"2014-06-00 00:00:00",46671.26,696585.9701492537,3352,MB531430,"FOUR FAMILIES OF HOUSTON      ","7800 AIRPORT BLVD CENTRAL CO  ","HOUSTON             ",TX,77061,101,29.6455556,-95.3219037
45722,3353,"2014-06-00 00:00:00",2161.08,32254.925373134327,3353,MB531573,"GENJI                         ","11124 WESTHEIMER RD           ","HOUSTON             ",TX,77042,101,29.7368383,-95.5732308
45752,3355,"2014-06-00 00:00:00",2555.71,38144.92537313433,3355,MB531586,"CHILLI'S HAMBURGER GRILL & BAR","10001 WESTHEIMER RD STE 127   ","HOUSTON             ",TX,77042,101,29.7362958,-95.5499819
45811,3359,"2014-06-00 00:00:00",600.45,8961.940298507463,3359,MB531898,"ACUARIO'S DISCO               ","6616 LONG POINT RD            ","HOUSTON             ",TX,77055,101,29.8033744,-95.4670382
45913,3367,"2014-06-00 00:00:00",4457.1,66523.88059701493,3367,MB532253,"ELEVEN XI RESTAURANT & BAR    ","607 W GRAY ST                 ","HOUSTON             ",TX,77019,101,29.7531459,-95.3884544
45928,3368,"2014-06-00 00:00:00",1546.49,23081.940298507463,3368,MB532344,"THE HOUSTON CITY CLUB         ","1 CITY CLUB DR                ","HOUSTON             ",TX,77046,101,29.7317719,-95.4352599
46105,3383,"2014-06-00 00:00:00",2377.16,35479.99999999999,3383,MB533025,"SALTGRASS STEAKHOUSE #2       ","9110 SOUTHWEST FWY            ","HOUSTON             ",TX,77074,101,29.68402,-95.5347768
46120,3384,"2014-06-00 00:00:00",7584.66,113203.88059701491,3384,MB533027,"THE RED DOOR                  ","2416 BRAZOS ST STE D          ","HOUSTON             ",TX,77006,101,29.7492244,-95.3784277
46135,3385,"2014-06-00 00:00:00",3347.45,49961.940298507456,3385,MB533039,"SALTGRASS STEAKHOUSE          ","14909 NORTH FWY               ","HOUSTON             ",TX,77090,101,29.9871254,-95.4244768
46165,3387,"2014-06-00 00:00:00",136.94,2043.8805970149251,3387,MB533096,"BLACK-EYED PEA                ","10999 NORTHWEST FWY           ","HOUSTON             ",TX,77092,101,29.8171557,-95.4672578
46195,3389,"2014-06-00 00:00:00",97.01,1447.910447761194,3389,MB533139,"BLACK-EYED PEA                ","410 S MASON RD                ","HOUSTON             ",TX,77450,101,29.778467,-95.752311
46210,3390,"2014-06-00 00:00:00",136.88,2042.9850746268655,3390,MB533141,"BLACK-EYED PEA                ","10903 JONES RD                ","HOUSTON             ",TX,77065,101,29.9306273,-95.5849294
46240,3392,"2014-06-00 00:00:00",137.88,2057.910447761194,3392,MB533225,"BLACK-EYED PEA                ","11311 FUQUA ST                ","HOUSTON             ",TX,77089,101,29.614737,-95.2183189
46270,3394,"2014-06-00 00:00:00",156.37,2333.880597014925,3394,MB533231,"BLACK-EYED PEA                ","2675 WILCREST DR              ","HOUSTON             ",TX,77042,101,29.7351303,-95.5712348
46359,3400,"2014-06-00 00:00:00",111.68,1666.865671641791,3400,MB533533,"BLACK-EYED PEA                ","2005 FM 1960 RD W             ","HOUSTON             ",TX,77090,101,30.0090318,-95.459244
46389,3402,"2014-06-00 00:00:00",2901.56,43306.86567164179,3402,MB533641,"AL'S SPORTS BAR               ","16203 WESTHEIMER RD STE 102   ","HOUSTON             ",TX,77082,101,29.7197355,-95.6707137
46404,3403,"2014-06-00 00:00:00",277.84,4146.865671641791,3403,MB533643,"BLACK-EYED PEA                ","4211 BELLAIRE BLVD            ","HOUSTON             ",TX,77025,101,29.7054294,-95.4458197
46419,3404,"2014-06-00 00:00:00",1685.98,25163.880597014922,3404,MB533656,"WESTCHASE TAVERN              ","10630 WESTHEIMER RD           ","HOUSTON             ",TX,77042,101,29.7369557,-95.5637227
46663,3424,"2014-06-00 00:00:00",2722.47,40633.88059701492,3424,MB534511,"BERRYHILL IN THE HEIGHTS      ","702 E 11TH ST                 ","HOUSTON             ",TX,77008,101,29.7905435,-95.3897947
46917,3441,"2014-06-00 00:00:00",8688.02,129671.94029850746,3441,MB535172,"DONERAKI RESTAURANTE MEXICANO ","300 GULFGATE MALL             ","HOUSTON             ",TX,77087,101,29.6994527,-95.2941202
46932,3442,"2014-06-00 00:00:00",2607.97,38924.92537313432,3442,MB535176,"SLICK WILLIES FAMILY POOL HALL","15135 NORTH FWY STE 900       ","HOUSTON             ",TX,77090,101,29.9891982,-95.4259533
46991,3446,"2014-06-00 00:00:00",3817.19,56972.985074626864,3446,MB535563,"SALTGRASS STEAKHOUSE          ","520 MEYERLAND PLAZA MALL      ","HOUSTON             ",TX,77096,101,29.6861511,-95.4598843
47006,3447,"2014-06-00 00:00:00",338.14,5046.865671641791,3447,MB535585,"ROMAN DELIGHT PIZZA/NINFA EXPR","5135 W ALABAMA ST STE 7300    ","HOUSTON             ",TX,77056,101,29.737432,-95.463447
47065,3451,"2014-06-00 00:00:00",4997.46,74588.95522388059,3451,MB536038,"BABIN'S SEAFOOD HOUSE         ","21851 KATY FWY                ","HOUSTON             ",TX,77450,101,29.7834673,-95.7494805
47096,3454,"2014-06-00 00:00:00",13753.82,205280.89552238805,3454,MB536292,"DRINK HOUSTON                 ","7620 KATY FWY STE 360         ","HOUSTON             ",TX,77024,101,29.7857878,-95.4647994
47174,3461,"2014-06-00 00:00:00",2003.36,29900.895522388055,3461,MB536547,"ROEDERS PUB                   ","3116 S SHEPHERD DR            ","HOUSTON             ",TX,77098,101,29.7381071,-95.4109635
47370,3474,"2014-06-00 00:00:00",712.14,10628.955223880595,3474,MB536954,"DON PATRON BAR & GRILL        ","500 DALLAS ST STE P50         ","HOUSTON             ",TX,77002,101,29.7576147,-95.3703659
47445,3480,"2014-06-00 00:00:00",2352.37,35109.99999999999,3480,MB537036,"ROMERO'S LAS BRAZAS MEXICAN KI","15703 LONGENBAUGH DR STE A    ","HOUSTON             ",TX,77095,101,29.8908115,-95.6426212
47520,3486,"2014-06-00 00:00:00",4944.6,73800,3486,MB537292,"PAPA'S                        ","314 PRUITT RD                 ","HOUSTON             ",TX,77380,170,30.1157745,-95.4543079
47596,3493,"2014-06-00 00:00:00",122.61,1829.9999999999998,3493,MB537622,"LEMOND CATERING & SPECIAL EVEN","612 ARCHER ST                 ","HOUSTON             ",TX,77009,101,29.796984,-95.373576
47611,3494,"2014-06-00 00:00:00",2506.47,37409.99999999999,3494,MB537675,"PAPPASITOS CANTINA            ","3950 SOUTH TERMINAL RD - TER  ","HOUSTON             ",TX,77032,101,30.6123928,-96.3402214
47626,3495,"2014-06-00 00:00:00",12461.06,185985.9701492537,3495,MB537678,"PAPPADEAUX SEAFOOD KITCHEN    ","3950 S TERMINAL RD TERMINAL   ","HOUSTON             ",TX,77032,101,29.987366,-95.3337998
47877,3513,"2014-06-00 00:00:00",6032.41,90035.97014925373,3513,MB539260,"THE BULL & BEAR               ","11980 WESTHEIMER RD STE A     ","HOUSTON             ",TX,77077,101,29.7374992,-95.5913516
47914,3517,"2014-06-00 00:00:00",3187.25,47570.895522388055,3517,MB539388,"DP BEVERAGE, L.L.C.           ","425 N SAM HOUSTON PKWY E      ","HOUSTON             ",TX,77060,101,29.9399889,-95.3960165
48037,3527,"2014-06-00 00:00:00",1989.63,29695.97014925373,3527,MB540044,"BABILONIA                     ","6115 HILLCROFT ST             ","HOUSTON             ",TX,77081,101,29.714531,-95.495894
48080,3530,"2014-06-00 00:00:00",258.82,3862.9850746268653,3530,MB540262,"TAQUERIA TEPATITLAN # 9       ","9407 KEMPWOOD DR              ","HOUSTON             ",TX,77080,101,29.8218722,-95.524497
48206,3540,"2014-06-00 00:00:00",660.82,9862.985074626866,3540,MB540665,"ONAGA PAN ASIAN BISTRO        ","2946 S SHEPHERD DR            ","HOUSTON             ",TX,77098,101,29.7387124,-95.4112763
48221,3541,"2014-06-00 00:00:00",0,0,3541,MB540692,"PREMIER HOSPITALITY, INC.     ","2101 CITYWEST BLVD            ","HOUSTON             ",TX,77042,101,29.7448894,-95.560991
48333,3548,"2014-06-00 00:00:00",6040.11,90150.89552238805,3548,MB541117,"LA TAPATIA TAQUERIA           ","1749 RICHMOND AVE             ","HOUSTON             ",TX,77098,101,29.7339989,-95.4041219
48383,3552,"2014-06-00 00:00:00",14721.44,219722.98507462686,3552,MB541268,"BAKER ST PUB & GRILL          ","17278 STATE HIGHWAY 249       ","HOUSTON             ",TX,77064,101,29.9550592,-95.5429366
48427,3555,"2014-06-00 00:00:00",153.09,2284.9253731343283,3555,MB541576,"CASAREZ MEXICAN RESTAURANT/CAS","887 EDGEBROOK DR              ","HOUSTON             ",TX,77034,101,29.645436,-95.2346
48627,3571,"2014-06-00 00:00:00",18436.99,275178.9552238806,3571,MB542236,"LEVY RESTAURANTS AT TOYOTA CEN","1510 POLK ST                  ","HOUSTON             ",TX,77002,101,29.7507975,-95.3622723
48856,3589,"2014-06-00 00:00:00",176.34,2631.9402985074626,3589,MB542841,"ARCOS MEXICAN RESTAURANT      ","3040 FM 1960 RD E STE 163     ","HOUSTON             ",TX,77073,101,30.0195076,-95.3812461
49121,3611,"2014-06-00 00:00:00",5725.75,85458.95522388059,3611,MB543982,"PHM BEVERAGE INC              ","2900 BRIARPARK DR             ","HOUSTON             ",TX,77042,101,29.734365,-95.550199
49269,3622,"2014-06-00 00:00:00",1346.16,20091.940298507463,3622,MB544356,"PAUL'S SEAFOOD & OYSTER BAR   ","1704 HIGHWAY 6 S              ","HOUSTON             ",TX,77077,101,29.7530119,-95.6448894
49386,3634,"2014-06-00 00:00:00",4594.72,68577.9104477612,3634,MB545061,"LOS CUCOS MEXICAN CAFE        ","16216 CLAY RD                 ","HOUSTON             ",TX,77084,101,29.8368074,-95.6484361
49401,3635,"2014-06-00 00:00:00",1781.86,26594.925373134327,3635,MB545132,"EL PALENQUE MEXICAN RESTAURANT","10803 WESTHEIMER RD           ","HOUSTON             ",TX,77042,101,29.7363258,-95.5672732
49416,3637,"2014-06-00 00:00:00",1452.76,21682.985074626864,3637,MB545142,"LONDON SIZZLER INDIAN BAR & GR","6690 SOUTHWEST FWY            ","HOUSTON             ",TX,77074,101,29.7162083,-95.5009149
49536,3645,"2014-06-00 00:00:00",5039.13,75210.89552238806,3645,MB545436,"RED LION                      ","2316 S SHEPHERD DR            ","HOUSTON             ",TX,77019,101,29.7456059,-95.4109756
49551,3646,"2014-06-00 00:00:00",713.81,10653.880597014924,3646,MB545450,"RED ROBIN RESTAURANT          ","10465 RICHMOND AVE            ","HOUSTON             ",TX,77042,101,29.727534,-95.5592383
49566,3647,"2014-06-00 00:00:00",3819.2,57002.98507462686,3647,MB545619,"HENRY HUDSON'S PUB            ","13300 FM 1960 RD W            ","HOUSTON             ",TX,77065,101,29.9169574,-95.6155595
49740,3659,"2014-06-00 00:00:00",1363.78,20354.925373134327,3659,MB546018,"SANTA FE FLATS                ","21542 STATE HIGHWAY 249 STE   ","HOUSTON             ",TX,77070,101,30.0001952,-95.5810037
50002,3677,"2014-06-00 00:00:00",9220.4,137617.91044776118,3677,MB546818,"BJ'S RESTAURANT & BREWHOUSE   ","7637 CYPRESS CREEK PKWY STE   ","HOUSTON             ",TX,77070,101,29.9638133,-95.5431895
50226,3692,"2014-06-00 00:00:00",29248.85,436549.99999999994,3692,MB547553,"HILTON AMERICAS - HOUSTON     ","1600 LAMAR ST                 ","HOUSTON             ",TX,77010,101,29.7515962,-95.360228
50269,3696,"2014-06-00 00:00:00",5417.01,80850.89552238806,3696,MB547691,"UPTOWN SUSHI                  ","1131 UPTOWN PARK BLVD STE 14  ","HOUSTON             ",TX,77056,101,29.7558795,-95.456355
50284,3697,"2014-06-00 00:00:00",331.58,4948.955223880596,3697,MB547693,"POLONIA RESTAURANT            ","1900 BLALOCK RD STE R         ","HOUSTON             ",TX,77080,101,29.8075102,-95.5237419
50299,3698,"2014-06-00 00:00:00",2595.64,38740.895522388055,3698,MB547726,"OUTBACK STEAKHOUSE            ","7070 HIGHWAY 6 N              ","HOUSTON             ",TX,77095,101,29.882053,-95.645286
50325,3700,"2014-06-00 00:00:00",431.61,6441.940298507462,3700,MB547830,"HACIENDA SAN ANGEL            ","6380 N ELDRIDGE PKWY          ","HOUSTON             ",TX,77041,101,29.8664783,-95.6076349
50341,3701,"2014-06-00 00:00:00",1807.79,26981.94029850746,3701,MB547851,"RED FISH GRILL                ","19550 TOMBALL PKWY            ","HOUSTON             ",TX,77070,101,29.978848,-95.5657316
50428,3707,"2014-06-00 00:00:00",67.4,1005.9701492537314,3707,MB548118,"CHIPOTLE MEXICAN GRILL CHIPOTL","2027 S SHEPHERD DR            ","HOUSTON             ",TX,77019,101,29.7471557,-95.4102848
50443,3708,"2014-06-00 00:00:00",5982.22,89286.86567164179,3708,MB548172,"J ALEXANDER'S RESTAURANT      ","11103 WESTHEIMER RD           ","HOUSTON             ",TX,77042,101,29.7362533,-95.572256
50647,3724,"2014-06-00 00:00:00",1668.36,24900.89552238806,3724,MB548703,"BYZANTIO CAFE BAR             ","403 W GRAY ST                 ","HOUSTON             ",TX,77019,101,29.753147,-95.386706
50720,3730,"2014-06-00 00:00:00",12189.04,181925.97014925373,3730,MB549012,"WOLLENSKY BEVERAGE INC        ","4007 WESTHEIMER RD            ","HOUSTON             ",TX,77027,101,29.7411122,-95.4457005
50779,3735,"2014-06-00 00:00:00",4212.08,62866.86567164178,3735,MB549318,"THE WESTIN HOUSTON DOWNTOWN   ","1520 TEXAS ST                 ","HOUSTON             ",TX,77002,101,29.7571849,-95.3580164
50794,3736,"2014-06-00 00:00:00",529.09,7896.865671641791,3736,MB549343,"LAS PALMAS RESTAURANT #2      ","16245 FM 529 RD               ","HOUSTON             ",TX,77095,101,29.8797717,-95.6025894
50883,3744,"2014-06-00 00:00:00",1025.97,15312.985074626866,3744,MB549556,"CHAPULTEPEC LUPITA MEXICAN RES","813 RICHMOND AVE              ","HOUSTON             ",TX,77006,101,29.7342687,-95.3893671
50898,3745,"2014-06-00 00:00:00",1416.11,21135.970149253728,3745,MB549561,"RUDYS MEXICAN GRILL           ","11760 GRANT RD                ","HOUSTON             ",TX,77429,101,29.9744913,-95.5997168
51001,3752,"2014-06-00 00:00:00",8162.54,121828.95522388059,3752,MB549837,"IMPROV COMEDY CLUB & RESTAURAN","7620 KATY FWY STE 431         ","HOUSTON             ",TX,77024,101,29.7857878,-95.4647994
51016,3753,"2014-06-00 00:00:00",23.78,354.92537313432837,3753,MB549840,"ASIANA GARDEN INC             ","379 GREENS RD                 ","HOUSTON             ",TX,77060,101,29.9512168,-95.4083797
51031,3754,"2014-06-00 00:00:00",539.14,8046.86567164179,3754,MB549969,"MANUEL'S MEXICAN RESTAURANT   ","13083 W LAKE HOUSTON PKWY     ","HOUSTON             ",TX,77044,101,29.9247121,-95.1885172
51108,3760,"2014-06-00 00:00:00",7279.55,108650,3760,MB550246,"HOST SERVICES INC             ","3950 SOUTH TERMINAL ROAD TER  ","HOUSTON             ",TX,77032,101,30.6123928,-96.3402214
51265,3772,"2014-06-00 00:00:00",1448.8,21623.880597014922,3772,MB550780,"EMPIRE CAFE                   ","1732 WESTHEIMER RD            ","HOUSTON             ",TX,77098,101,29.7428851,-95.4035421
51359,3780,"2014-06-00 00:00:00",4471.51,66738.95522388059,3780,MB551279,"SLICK WILLES'S FAMILY POOL HAL","5913 WESTHEIMER RD            ","HOUSTON             ",TX,77057,101,29.7373721,-95.4857484
51423,3785,"2014-06-00 00:00:00",1169.55,17455.970149253728,3785,MB551624,"TAQUERIA TEPATITLAN NO 15 INC ","11407 SOUTHWEST FWY           ","HOUSTON             ",TX,77031,101,29.6536801,-95.5656364
51543,3794,"2014-06-00 00:00:00",487.49,7275.970149253731,3794,MB551880,"HIDO JAPANESE GRILL & SUSHI   ","17395 STATE HIGHWAY 249 STE   ","HOUSTON             ",TX,77064,101,29.9914563,-95.5764359
51695,3804,"2014-06-00 00:00:00",211.58,3157.910447761194,3804,MB552527,"JULIA'S BISTRO                ","3722 MAIN ST                  ","HOUSTON             ",TX,77002,101,29.7382042,-95.3800475
51768,3809,"2014-06-00 00:00:00",7999.19,119390.89552238805,3809,MB552812,"GROTTO RISTORANTE             ","4715 WESTHEIMER RD            ","HOUSTON             ",TX,77027,101,29.7405734,-95.4567455
51811,3812,"2014-06-00 00:00:00",8594.35,128273.88059701493,3812,MB552914,"LAGRIGLIA                     ","2002 W GRAY ST                ","HOUSTON             ",TX,77019,101,29.753521,-95.4086802
51942,3822,"2014-06-00 00:00:00",312.68,4666.865671641791,3822,MB553238,"CABANA BEVERAGES INC          ","11305 CLAY RD                 ","HOUSTON             ",TX,77041,101,29.8314993,-95.5647836
52032,3829,"2014-06-00 00:00:00",2684.22,40062.98507462686,3829,MB553603,"BAYOU CITY WINGS              ","12804 GULF FWY                ","HOUSTON             ",TX,77034,101,29.6144225,-95.215477
52047,3830,"2014-06-00 00:00:00",968.35,14452.985074626866,3830,MB553644,"100% TAQUITO CO               ","3245 SOUTHWEST FWY            ","HOUSTON             ",TX,77027,101,29.728734,-95.430945
52205,3841,"2014-06-00 00:00:00",4768.65,71173.88059701491,3841,MB554062,"CARRABBA'S ITALIAN GRILL      ","7540 HIGHWAY 6 N              ","HOUSTON             ",TX,77095,101,29.8879703,-95.6425461
52297,3850,"2014-06-00 00:00:00",929.22,13868.955223880597,3850,MB554318,"CILANTRO COCINA MEXICAN RESTAU","10 FM 1960 RD W               ","HOUSTON             ",TX,77090,101,30.0150016,-95.4500481
52507,3864,"2014-06-00 00:00:00",876.42,13080.895522388058,3864,MB554797,"BARCENAS MEXICAN RESTAURANT   ","8504 ALMEDA GENOA RD STE 201  ","HOUSTON             ",TX,77075,101,29.6207923,-95.2944237
52537,3866,"2014-06-00 00:00:00",3095.4,46200,3866,MB554948,"CANYON CAFE                   ","5000 WESTHEIMER RD STE 250    ","HOUSTON             ",TX,77056,101,29.7414868,-95.4629597
52655,3875,"2014-06-00 00:00:00",1850.6,27620.89552238806,3875,MB555399,"DARKHORSE TAVERN              ","2207 WASHINGTON AVE           ","HOUSTON             ",TX,77007,101,29.7679194,-95.3808833
52840,3890,"2014-06-00 00:00:00",376,5611.940298507462,3890,MB556205,"CHAPALA MEXICAN RESTAURANT    ","10711 JONES RD                ","HOUSTON             ",TX,77065,101,29.9295578,-95.5848997
53018,3902,"2014-06-00 00:00:00",788.59,11770,3902,MB556488,"EL CHARRO MEXICAN RESTAURANT C","4580 KINGWOOD DR STE H        ","HOUSTON             ",TX,77345,101,30.0496319,-95.1819643
53048,3904,"2014-06-00 00:00:00",14450.76,215682.98507462686,3904,MB556570,"EL TIEMPO CANTINA             ","5602 WASHINGTON AVE           ","HOUSTON             ",TX,77007,101,29.771023,-95.418788
53079,3906,"2014-06-00 00:00:00",1181.88,17640,3906,MB556649,"LAS AZTECAS BROTHERS, INC.    ","22754 CYPRESSWOOD DR          ","HOUSTON             ",TX,77373,101,30.0433388,-95.3454883
53167,3912,"2014-06-00 00:00:00",710.33,10601.940298507463,3912,MB557122,"GINZA JAPANESE RESTAURANT     ","5868 SAN FELIPE ST            ","HOUSTON             ",TX,77057,101,29.7500317,-95.4848219
53241,3917,"2014-06-00 00:00:00",4136.64,61740.89552238806,3917,MB557281,"OLDE CITY PUB                 ","14124 STUEBNER AIRLINE RD     ","HOUSTON             ",TX,77069,101,29.991033,-95.4998246
53823,3961,"2014-06-00 00:00:00",792.87,11833.880597014924,3961,MB558555,"MARCO'S MEXICAN BAR & GRILL   ","8216 KIRBY DR                 ","HOUSTON             ",TX,77054,101,29.6914658,-95.4131492
